symbol,universe,sector_id,industry_id,rates,inflation,growth,liquidity,credit_stress,geopolitics,energy_supply,trade_controls,regulation,risk_appetite
STX,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MAR,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WDC,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ORLY,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CDNS,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MNST,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ABNB,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
REGN,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CTAS,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MDLZ,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CSX,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WBD,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MRVL,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PCAR,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AEP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ROST,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FTNT,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NXPI,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BKR,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ADSK,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MPWR,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IDXX,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EA,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FAST,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PYPL,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TRI,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FER,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WDAY,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FANG,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DDOG,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EXC,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
XEL,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ALNY,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CCEP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TTWO,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MCHP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MSTR,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CTSH,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ROP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CPRT,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AXON,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
KDP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PAYX,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GEHC,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ODFL,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
INSM,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ZS,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TEAM,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
VRSK,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DXCM,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
KHC,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CHTR,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CSGP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
